ATCOCode	CommonName	Lon	Lat	NatGazLocality
45013107	Boar Lane	-1.54589	53.79578	Leeds (W Yorks)
45013108	Boar Lane	-1.54538	53.79572	Leeds (W Yorks)
45013110	Harrogate Road Sandhill Mount	-1.53068	53.85584	Alwoodley Gates
45013111	Harrogate Road The Moorings	-1.53004	53.85753	Alwoodley Gates
45013112	Alwoodley Gates	-1.52797	53.86122	Alwoodley Gates
45013113	Harrogate Road St Johns Church	-1.53428	53.84903	Moortown (Leeds)
45013114	Ring Road Moortown Shadwell Lane	-1.52828	53.84883	Moortown (Leeds)
45013115	Ring Road Moortown Birchwood Hill	-1.51673	53.84956	Moor Allerton
45013116	Low Lane King George Road	-1.62961	53.8429	Horsforth
45013117	Low Lane Bridge Wood Close	-1.62658	53.84188	Tinshill
45013118	Low Lane St James Terrace	-1.62642	53.84172	Tinshill
45013119	Low Lane Lickless Drive	-1.62398	53.84084	Tinshill
45013120	Low Lane Lickless Drive	-1.62375	53.84052	Tinshill
45013121	New Road Side Horsforth	-1.64998	53.83515	Horsforth
45013122	Horsforth New Road Calverley Lane	-1.66067	53.82874	Rodley (Leeds)
45013123	Horsforth New Road Rodley Lane	-1.66635	53.82514	Rodley (Leeds)
45013124	Broadway Stanhope Drive	-1.63544	53.83521	Horsforth
45013125	Broadway Stanhope Drive	-1.63512	53.83512	Horsforth
45013126	Broadway Alexandra Road	-1.63085	53.83549	Horsforth
45013127	Broadgate Lane Broadgate Rise	-1.62273	53.83722	Moor Grange
45013128	Broadgate Lane Melrose Grove	-1.62045	53.83719	Moor Grange
45013129	Troy Road Station Road	-1.63028	53.84662	Tinshill
45013130	Troy Road Low Lane	-1.63124	53.84502	Tinshill
45013131	Low Lane Woodview Close	-1.63114	53.84425	Tinshill
45013132	Low Lane King George Road	-1.62994	53.84329	Tinshill
45013133	Church Road Hall Lane	-1.64298	53.83718	Horsforth
45013134	Fink Hill Broadway	-1.64482	53.83507	Horsforth
45013135	Fink Hill Broadway	-1.645	53.83517	Horsforth
45013136	Alexandra Road Broadgate Lane	-1.63014	53.83818	Horsforth
45013137	Alexandra Road Broadway	-1.62957	53.83589	Horsforth
45013138	Horsforth Old Ball	-1.63384	53.84585	Tinshill
45013139	Horsforth Old Ball	-1.63489	53.84654	Tinshill
45013140	Church Avenue St Margarets Avenue	-1.63727	53.84164	Horsforth
45013141	Springfield Mount Lickless Drive	-1.62613	53.83921	Horsforth
45013142	Springfield Mount St James Walk	-1.62862	53.8396	Horsforth
45013143	Springfield Mount King George Road	-1.62903	53.83976	Horsforth
45013144	Town Street Carr Lane	-1.6688	53.84956	Rawdon
45013145	Town Street	-1.66909	53.84969	Rawdon
45013146	Over Lane Well Lane	-1.67438	53.85033	Rawdon
45013147	Over lane	-1.67515	53.85048	Rawdon
45013148	Layton Road Bayton Lane	-1.65409	53.84958	Horsforth
45013149	Brownberrie Lane West End Lane	-1.65347	53.84951	Horsforth
45013150	Brownberrie Lane Southway	-1.65122	53.84954	Horsforth
45013151	Ring Road West Park Otley Road	-1.59503	53.83747	West Park (Leeds)
45013152	Ring Road Weetwood Weetwood Lane	-1.58437	53.84265	Adel
45013153	Ring Road Moortown Lingfield Road	-1.544	53.84712	Moortown (Leeds)
45013154	Sheepscar Street South Whitelock Street	-1.53313	53.80494	Mabgate
45013155	Regent Street Byron Street	-1.53302	53.80205	Mabgate
45013156	S3 Wellington Street	-1.55014	53.79617	Leeds (W Yorks)
45013157	S2 Wellington Street	-1.54955	53.79611	Leeds (W Yorks)
45013158	S1 Wellington Street	-1.54909	53.79607	Leeds (W Yorks)
45013159	K14 Kirkgate	-1.53791	53.79584	Leeds City Bus Station
45013160	K13 Kirkgate	-1.53909	53.79629	Leeds City Bus Station
45013161	Kirkgate	-1.53878	53.79617	Leeds City Bus Station
45013162	Ring Road Moortown Harrogate Road	-1.53555	53.84815	Moortown (Leeds)
45013163	Harrogate Road Sandmoor Drive	-1.5301	53.85817	Alwoodley Gates
45013164	Harrogate Road Primley Park Lane	-1.53155	53.85504	Alwoodley Gates
45013165	Harrogate Road Belvedere Road	-1.53266	53.8529	Moortown (Leeds)
45013166	Low Lane Springfield Mount	-1.62111	53.83879	Moor Grange
45013167	Low Lane Springfield Close	-1.62029	53.83847	Moor Grange
45013168	Low Lane Broadgate Lane	-1.62001	53.83755	Moor Grange
45013169	Low Lane Ring Road Horsforth	-1.61941	53.83683	Moor Grange
45013170	Ring Road West Park Clayton Wood	-1.61137	53.83806	Moor Grange
45013171	Woodside Tavern Low Lane	-1.61844	53.83651	Moor Grange
45013172	Broadway Alexandra Road	-1.62851	53.83582	Horsforth
45013173	Broadway Feather Bank Lane	-1.64167	53.83395	Horsforth
45013174	Broadway Parkside	-1.64669	53.83468	Horsforth
45013175	Broadway Wood Lane	-1.62794	53.83578	Horsforth
45013176	Woodside Tavern	-1.61996	53.83645	Moor Grange
45013177	Broadgate Lane North Broadgate Lane	-1.63369	53.84015	Horsforth
45013178	Broadgate Lane Stanhope Drive	-1.63108	53.83894	Horsforth
45013179	Broadgate Lane Alexandra Road	-1.62974	53.83858	Horsforth
45013180	Broadgate Lane	-1.62985	53.83849	Horsforth
45013181	Broadgate Lane Broadgate Avenue	-1.62501	53.83741	Horsforth
45013182	Broadgate Lane Broadgate Avenue	-1.62533	53.83737	Horsforth
45013183	Alexandra Road Ring Road	-1.62972	53.83595	Horsforth
45013184	Town Street	-1.63596	53.84158	Horsforth
45013185	North Broadgate Town Street	-1.63543	53.84125	Horsforth
45013186	North Broadgate Lane Chaddelwood Close	-1.63457	53.84087	Horsforth
45013187	Broadgate Lane North Broadgate Lane	-1.63304	53.83995	Horsforth
45013188	King George Road St James Avenue	-1.63017	53.84218	Horsforth
45013189	Broadway Wood Lane	-1.62495	53.83623	Hawksworth (Horsforth)
45013190	Wood Lane Broadgate Lane	-1.62495	53.83713	Horsforth
45013191	The Green Town Street	-1.64283	53.83658	Horsforth
45013192	Horsforth Town Street	-1.63915	53.83881	Horsforth
45013193	Church Road Church Crecsent	-1.64185	53.83892	Horsforth
45013194	Brownberrie Lane Southway	-1.65075	53.84945	Horsforth
45013195	Brownberrie Lane Tasca College	-1.64646	53.84978	Horsforth
45013196	Brownberrie Lane North Road	-1.64264	53.84949	Horsforth
45013197	Brownberrie Lane Brownberrie Drive	-1.6377	53.84792	Horsforth
45013198	Station Road Troy Road	-1.63099	53.84706	Tinshill
45013199	Station Road	-1.63107	53.84692	Tinshill
45013200	Station Road Wood Street	-1.63349	53.84657	Tinshill
45013201	Parkwood Road Parkwood Avenue	-1.56408	53.7624	White Rose Shopping Centre
45013202	Parkwood Road	-1.56666	53.76091	White Rose Shopping Centre
45013203	Parkwood Road Parkwood Crescent	-1.56653	53.75953	White Rose Shopping Centre
45013204	Parkwood Estate Beeston	-1.56678	53.75787	White Rose Shopping Centre
45013205	Lady Pit Lane Brett Gardens	-1.55128	53.78049	Beeston Hill
45013206	Hunslet Hall Road Dewsbury Road	-1.54506	53.78132	Beeston Hill
45013207	Marshall Street Walton Street	-1.5524	53.78817	Holbeck (Leeds)
45013208	Meadow Road Vanguard House	-1.5461	53.78882	Crown Point
45013209	Dewsbury Road Meadow Road	-1.54544	53.78853	Crown Point
45013210	Z4 Victoria Road	-1.5474	53.79127	Leeds (W Yorks)
45013211	Z6 Great Wilson Street	-1.54515	53.79145	Crown Point
45013212	Neville Street	-1.54655	53.79416	Leeds (W Yorks)
45013213	S15 Whitehall Road	-1.55294	53.79549	Leeds (W Yorks)
45013214	Whitehall Road Globe Road	-1.55943	53.79326	Holbeck (Leeds)
45013215	Whitehall Road Springwell Street	-1.5628	53.79187	Holbeck (Leeds)
45013216	Whitehall Road Springwell Street	-1.56304	53.79167	Holbeck (Leeds)
45013217	Whitehall Road Spence Lane	-1.56542	53.79104	Wortley (Leeds)
45013218	Spence Lane Springwell Lane	-1.56523	53.79043	Wortley (Leeds)
45013219	Spence Lane Whitehall Road	-1.56536	53.79054	Wortley (Leeds)
45013220	Domestic Street Spence Lane	-1.56405	53.78939	Holbeck (Leeds)
45013221	Domestic Street Spence Lane	-1.56434	53.78936	Holbeck (Leeds)
45013222	York Road Becca Lodge	-1.35845	53.8542	Kiddal
45013223	York Road Becca Lodge	-1.35825	53.85435	Kiddal
45013224	York Road Park House farm	-1.39143	53.85174	Kiddal
45013225	York Road	-1.39381	53.85088	Kiddal
45013226	York Road Kiddal Hill Farm	-1.39979	53.84935	Kiddal
45013227	York Road	-1.42695	53.83886	Scholes (Barwick in Elmet)
45013228	York Road	-1.42736	53.83876	Scholes (Barwick in Elmet)
45013229	York Road Scholes Lane	-1.43411	53.83551	Scholes (Barwick in Elmet)
45013230	York Road Scholes Lane	-1.43538	53.83466	Scholes (Barwick in Elmet)
45013231	York Road Thorner Lane	-1.43894	53.83317	Whinmoor
45013232	York Road Thorner Lane	-1.43998	53.83245	Scholes (Barwick in Elmet)
45013233	York Road	-1.44309	53.83105	Whinmoor
45013234	York Road Baildon Drive	-1.45185	53.82638	Seacroft
45013235	Scholes Lane York Road	-1.4343	53.83469	Scholes (Barwick in Elmet)
45013236	Rakehill Road	-1.43034	53.82966	Scholes (Barwick in Elmet)
45013237	Station Road Lynfield Gardens	-1.42986	53.82716	Scholes (Barwick in Elmet)
45013238	Station Road Lynfield Gardens	-1.42955	53.82675	Scholes (Barwick in Elmet)
45013239	Main Street Belle View Estate	-1.42786	53.82409	Scholes (Barwick in Elmet)
45013240	Main Street Belle View Estate	-1.42712	53.82394	Scholes (Barwick in Elmet)
45013241	Main Street St Phillips Church	-1.42481	53.823	Scholes (Barwick in Elmet)
45013242	Main Street	-1.42308	53.82311	Scholes (Barwick in Elmet)
45013243	Main Street	-1.42256	53.82311	Scholes (Barwick in Elmet)
45013244	Main Street Scholes	-1.41996	53.8233	Scholes (Barwick in Elmet)
45013245	Coronation Tree Scholes	-1.41967	53.8234	Scholes (Barwick in Elmet)
45013246	Coronation Tree Main Street	-1.41891	53.82227	Scholes (Barwick in Elmet)
45013247	Leeds Road Main Street	-1.41917	53.82206	Scholes (Barwick in Elmet)
45013248	Leeds Road Main Street	-1.42195	53.82114	Scholes (Barwick in Elmet)
45013249	Leeds Road Scholes	-1.42226	53.82094	Scholes (Barwick in Elmet)
45013250	Leeds Road	-1.42447	53.82022	Scholes (Barwick in Elmet)
45013251	Parkwood Road Parkwood Crescent	-1.56574	53.75808	White Rose Shopping Centre
45013252	Parkwood Road	-1.56695	53.76076	White Rose Shopping Centre
45013253	Parkwood Road Parkwood Crescent	-1.56682	53.75971	White Rose Shopping Centre
45013254	Parkwood Crescent	-1.56693	53.75908	White Rose Shopping Centre
45013255	Malvern Road Lady Pit Lane	-1.55208	53.77946	Beeston Hill
45013256	Parkfield Street	-1.54326	53.78401	Holbeck (Leeds)
45013257	Parkfield Street Dewsbury Road	-1.54341	53.78406	Holbeck (Leeds)
45013258	Meadow Road Sweet Street	-1.54618	53.78914	Crown Point
45013259	Dewsbury Road Meadow Road	-1.54541	53.78817	Crown Point
45013260	Z5 Great Wilson Street	-1.54632	53.79162	Crown Point
45013261	Z3 Neville Street	-1.5466	53.7939	Leeds (W Yorks)
45013262	Z2 Neville Street	-1.54664	53.79372	Leeds (W Yorks)
45013263	S14 Whitehall Road	-1.55212	53.79583	Leeds (W Yorks)
45013264	Whitehall Road Globe Road	-1.55945	53.79315	Holbeck (Leeds)
45013265	Leeds Road	-1.42507	53.8199	Scholes (Barwick in Elmet)
45013266	Leeds Road Taylor Lane	-1.41022	53.82441	Scholes (Barwick in Elmet)
45013267	Leeds Road Taylor Lane	-1.4099	53.82474	Scholes (Barwick in Elmet)
45013268	Leeds Road	-1.40652	53.82619	Barwick in Elmet
45013269	Leeds Road	-1.40612	53.82642	Barwick in Elmet
45013270	Leeds Road	-1.40355	53.8269	Barwick in Elmet
45013271	Leeds Road Flats Lane	-1.39714	53.82766	Barwick in Elmet
45013272	Leeds Road Flats Lane	-1.39662	53.82783	Barwick in Elmet
45013273	Leeds Road - Barwick	-1.39584	53.82798	Barwick in Elmet
45013274	Main Street	-1.39452	53.82922	Barwick in Elmet
45013275	Barwick Gascoigne Arms The Cross	-1.39433	53.83161	Barwick in Elmet
45013276	Main Street The Cross	-1.39409	53.83163	Barwick in Elmet
45013277	Elmwood Lane Elmwood Surgery	-1.39569	53.83105	Barwick in Elmet
45013278	Elmwood Lane Leeds Road	-1.39523	53.82848	Barwick in Elmet
45013279	Aberford Road Fieldhead Drive	-1.38504	53.83127	Barwick in Elmet
45013280	Aberford Road Fieldhead Drive	-1.38455	53.83134	Barwick in Elmet
45013281	Long Lane Gascoigne View	-1.39347	53.8272	Barwick in Elmet
45013282	Long Lane Gascoigne Avenue	-1.39202	53.82528	Barwick in Elmet
45013283	Aberford Road	-1.37741	53.83136	Barwick in Elmet
45013284	Aberford Road	-1.37066	53.83149	Barwick in Elmet
45013285	Aberford Road Leyfield Farm	-1.36226	53.83245	Aberford
45013286	Cattle Lane Parlington Villas	-1.34624	53.82982	Aberford
45013287	Cattle Lane Parlington Villas	-1.34598	53.82989	Aberford
45013288	MAIN STREET	-1.34337	53.82395	Aberford
45013289	Main Street	-1.34362	53.82129	Aberford
45013290	Aberford Old Cafe	-1.34235	53.84078	Aberford
45013291	Main Street Haverthwaite Drive	-1.34257	53.83912	Aberford
45013292	Main Street St Johns Close	-1.34241	53.83656	Aberford
45013293	Aberford Main Street Highfield Road	-1.34272	53.83356	Aberford
45013294	Skeltons Lane Bramley Gardens	-1.44849	53.83983	Whinmoor
45013295	Skeltons Lane Thorner Lane	-1.4398	53.8395	Whinmoor
45013296	Thorner Lane	-1.43835	53.84303	Whinmoor
45013297	Thorner Lane	-1.43847	53.84325	Whinmoor
45013298	Lower Sandhills Intake Lane	-1.43732	53.84765	Thorner (Wetherby)
45013299	Lower Sandhills Intake Lane	-1.43703	53.84778	Thorner (Wetherby)
45013300	Lower Sandhills	-1.43403	53.85024	Thorner (Wetherby)
45013301	Gibson Lane	-1.36451	53.76737	Kippax
45013302	Gibson Lane	-1.36619	53.77161	Kippax
45013303	Gibson Lane Pondfields Drive	-1.36956	53.77153	Kippax
45013304	Westfield Lane - Kippax	-1.37462	53.76888	Kippax
45013305	Westfield Lane Kempton Road	-1.37848	53.7701	Kippax
45013306	Westfield Lane Kempton Road	-1.37856	53.77023	Kippax
45013307	Kippax Valley Road	-1.37896	53.77386	Kippax
45013308	Valley Road	-1.37875	53.77359	Kippax
45013309	Swillington Church	-1.41783	53.76886	Swillington
45013310	Swillington Church	-1.41819	53.76879	Swillington
45013311	Neville Grove Church Lane	-1.4199	53.76937	Swillington
45013312	Neville Grove Church Lane	-1.41996	53.76946	Swillington
45013313	Neville Grove Whitecliffe Crescent	-1.42114	53.77188	Swillington
45013314	Neville Grove Whitecliffe Crescent	-1.42144	53.7719	Swillington
45013315	Swillington Lane	-1.42583	53.7654	Swillington
45013316	Swillington Lane	-1.42658	53.7681	Swillington
45013317	Longdike Lane Park Lane	-1.3641	53.76517	Kippax
45013318	Longdike Lane	-1.36163	53.76428	Kippax
45013319	Ridge Road Ledston Luck	-1.35218	53.76494	Ledston Luck
45013320	Ledston Luck	-1.35091	53.77064	Ledston Luck
45013321	Churchville Terrace Church Lane	-1.33347	53.79608	Micklefield
45013322	Micklefield Churchville PO	-1.3321	53.79497	Micklefield
45013323	Church Lane Great North Road	-1.33222	53.79697	Micklefield
45013324	Great North Road Selby Road	-1.31524	53.77905	Ledsham (W Yorks)
45013325	Selby Road Great North Road	-1.316	53.77812	Ledsham (W Yorks)
45013326	Ridge Road Ledston Luck	-1.35054	53.77022	Ledston Luck
45013327	Ridge Road Ledston Luck	-1.35052	53.77027	Ledston Luck
45013328	Kippax Cross Hills Kippax	-1.37064	53.76691	Kippax
45013329	Chequers Inn Ledsham	-1.31111	53.76226	Ledsham (W Yorks)
45013330	New Road Church Farm House	-1.31036	53.76275	Ledsham (W Yorks)
45013331	Main Street Green Lane	-1.34347	53.75328	Ledston
45013332	Lock Lane James Street	-1.35206	53.73104	Castleford
45013333	Wheldon Road Lock Lane	-1.3481	53.72833	Castleford
45013334	Wheldon Road Princess Street	-1.34174	53.73016	Castleford
45013335	Wheldon Road Princess Street	-1.34172	53.7303	Castleford
45013336	Wheldon Road Smith Street	-1.33814	53.73075	Wheldale
45013337	Wheldon Road Smith Street	-1.33449	53.73116	Wheldale
45013338	Wheldon Road Skew Bridge	-1.32828	53.73218	Wheldale
45013339	Wheldon Road Stansfield Road	-1.32441	53.73226	Wheldale
45013340	Wheldon Road Fryston Road	-1.31628	53.7343	New Fryston
45013341	Wheldon Road Fryston Road	-1.31608	53.73458	New Fryston
45013342	Fryston Road Wheldon Road	-1.3161	53.73366	New Fryston
45013343	Fryston Road Park Dale	-1.31564	53.73206	Fryston
45013344	Fryston Road Elizabeth Drive	-1.31451	53.72952	Fryston
45013345	Fryston Road Leyland Road	-1.31332	53.72741	Fryston
45013346	Fryston Road Leyland Road	-1.31334	53.72712	Fryston
45013347	Elizabeth Drive Austin Road	-1.31072	53.72495	Airedale
45013348	Elizabeth Drive Lewin Grove	-1.30964	53.72625	Airedale
45013349	Elizabeth Drive Watling Road	-1.3095	53.72808	Fryston
45013350	Elizabeth Drive Hobart Road	-1.30962	53.72805	Fryston
45013351	Elizabeth Drive Hobart Road	-1.31082	53.72931	Fryston
45013352	Elizabeth Drive Park Dale	-1.31347	53.7294	Fryston
45013353	Dunderdale Crescent Hadrian Close	-1.31162	53.7303	Fryston
45013354	Dunderdale Crescent Scholes Road	-1.31005	53.73001	Fryston
45013355	Watling Road Elizabeth Drive	-1.30912	53.72858	Fryston
45013356	Watling Road Elizabeth Drive	-1.30872	53.72874	Fryston
45013357	Watling Road Borrowdale Drive	-1.30597	53.72908	Fryston
45013358	Watling Road Kendal Drive	-1.30565	53.72903	Fryston
45013359	Watling Road Bowness Avenue	-1.30317	53.72947	Fryston
45013360	Watling Road Cumberland Road	-1.30066	53.73215	Fryston
45013361	Keswick Drive Ferry Fryston	-1.29872	53.73369	New Fryston
45013362	Keswick Drive Cumberland Road	-1.30166	53.73421	New Fryston
45013363	Keswick Drive Borrowdale Drive	-1.30465	53.73357	New Fryston
45013364	Borrowdale Drive Grange Road	-1.30483	53.73173	Fryston
45013365	Borrowdale Drive Elmete Road	-1.30403	53.72973	Fryston
45013366	Kendal Drive Watling Road	-1.30424	53.72824	Fryston
45013367	Kendal Drive Watling Road	-1.30406	53.72815	Fryston
45013368	Kendal Drive The Green	-1.30428	53.72599	Airedale
45013369	Kendal Drive The Green	-1.30418	53.72565	Airedale
45013370	Kendal Drive Austin Road	-1.30481	53.72417	Airedale
45013371	Crewe Road Windermere Road	-1.30602	53.72238	Airedale
45013372	Crewe Road Dawtrie Street	-1.30673	53.72223	Airedale
45013373	Crewe Road Cromwell Road	-1.31008	53.72232	Airedale
45013374	Crewe Road Cromwell Road	-1.31107	53.72223	Airedale
45013375	Airedale Magnet	-1.31451	53.72377	Airedale
45013376	Airedale Magnet	-1.3147	53.72366	Airedale
45013377	Fryston Road Park Crescent	-1.31709	53.72266	Airedale
45013378	Fryston Road	-1.32001	53.72122	Airedale
45013379	Fryston Road Milnes Grove	-1.32029	53.72095	Airedale
45013380	Fryston Road Airedale Road	-1.32188	53.71986	Townville
45013381	Fryston Road Henson Grove	-1.32192	53.71929	Townville
45013382	Fryston Road Redhill Drive	-1.32112	53.71816	Townville
45013383	Fryston Road Redhill Drive	-1.32081	53.71799	Townville
45013384	Redhill Drive Fryston Road	-1.32167	53.71798	Townville
45013385	Redhill Drive-Airedale Road	-1.32613	53.71929	Townville
45013386	Airedale Road Redhill Drive	-1.32623	53.7197	Airedale
45013387	Airedale Road Hastings Crescent	-1.32383	53.71996	Airedale
45013388	Redhill Drive College Road	-1.32718	53.72021	Airedale
45013389	Redhill Drive Carlyle Crescent	-1.3288	53.72211	Airedale
45013390	Queens Park Drive Stansfield Road	-1.31815	53.72482	Airedale
45013391	Queens Park Drive Stansfield Drive	-1.31956	53.72465	Airedale
45013392	Queens Park Drive Pemberton Road	-1.32319	53.72449	Airedale
45013393	Queens Park Drive Carlyle Crescent	-1.3254	53.72423	Airedale
45013394	Ferrybridge Road Churchfield Lane	-1.33628	53.72247	Glasshoughton
45013395	Ferrybridge Road Park Avenue	-1.33866	53.72287	Castleford
45013396	Ferrybridge Road Morton Crescent	-1.33976	53.72308	Glasshoughton
45013397	Ferrybridge Road Healdfield Road	-1.34408	53.72473	Castleford
45013398	Ferrybridge Road Healdfield Road	-1.34401	53.72483	Castleford
45013399	Stansfield Road Royds Avenue	-1.31906	53.7256	Airedale
45013400	Stansfield Road Stansfield Drive	-1.31914	53.72634	Airedale
45013401	Stansfield Road Humber Close	-1.31968	53.72756	Fryston
45013402	Stansfield Road Swale Drive	-1.32198	53.72773	Fryston
45013403	Stansfield Road Dove Drive	-1.32239	53.72781	Wheldale
45013404	Stansfield Road	-1.32488	53.72861	Wheldale
45013405	Pemberton Road	-1.32455	53.72658	Wheldale
45013406	Pemberton Road	-1.32393	53.72542	Airedale
45013407	Pontefract Road Lower Oxford Street	-1.34637	53.72494	Castleford
45013408	Pontefract Road Morrison Street	-1.3449	53.72284	Castleford
45013409	Pontefract Road St Helens Place	-1.34545	53.72347	Castleford
45013410	Pontefract Road Close Road	-1.34275	53.71971	Glasshoughton
45013411	Pontefract Road Churchfield Lane	-1.34107	53.71753	Glasshoughton
45013412	Pontefract Road Churchfield Lane	-1.34169	53.71865	Glasshoughton
45013413	Stranglands Lane Castleford Lane	-1.27514	53.71484	Ferrybridge
45013414	Stranglands Lane Castleford Lane	-1.27653	53.71433	Ferrybridge
45013415	Stranglands Lane Hinton Lane	-1.27892	53.71375	Ferrybridge
45013416	Sheepwalk Lane Fryston Lane	-1.29432	53.71593	Townville
